NEWAGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,GEO_ID
1,5352,2735,2617,0500000US19027
2,5443,2754,2689,0500000US19027
3,2336,1186,1150,0500000US19027
4,2928,1456,1472,0500000US19027
5,2048,991,1057,0500000US19027
6,1297,539,758,0500000US19027
7,750,263,487,0500000US19027
0,12930,6368,6562,0500000US19029
1,3151,1646,1505,0500000US19029
2,3335,1704,1631,0500000US19029
3,1460,743,717,0500000US19029
4,1987,973,1014,0500000US19029
5,1537,726,811,0500000US19029
6,990,431,559,0500000US19029
7,470,145,325,0500000US19029
0,18627,9271,9356,0500000US19031
1,4484,2288,2196,0500000US19031
2,5205,2644,2561,0500000US19031
3,2379,1200,1179,0500000US19031
4,2889,1454,1435,0500000US19031
5,2001,995,1006,0500000US19031
6,1077,489,588,0500000US19031
7,592,201,391,0500000US19031
0,42647,20870,21777,0500000US19033
1,9831,5103,4728,0500000US19033
2,11835,6016,5819,0500000US19033
3,4976,2440,2536,0500000US19033
4,6719,3252,3467,0500000US19033
5,5017,2396,2621,0500000US19033
6,2744,1183,1561,0500000US19033
7,1525,480,1045,0500000US19033
0,11321,5692,5629,0500000US19035
1,2669,1382,1287,0500000US19035
2,2841,1481,1360,0500000US19035
3,1245,655,590,0500000US19035
4,1845,927,918,0500000US19035
5,1345,688,657,0500000US19035
6,824,352,472,0500000US19035
7,552,207,345,0500000US19035
0,11964,6055,5909,0500000US19037
1,3055,1565,1490,0500000US19037
2,3108,1607,1501,0500000US19037
3,1433,742,691,0500000US19037
4,1883,995,888,0500000US19037
5,1335,639,696,0500000US19037
6,786,371,415,0500000US19037
7,364,136,228,0500000US19037
0,9423,4772,4651,0500000US19039
1,2638,1381,1257,0500000US19039
2,2633,1376,1257,0500000US19039
3,1080,562,518,0500000US19039
4,1329,677,652,0500000US19039
5,962,471,491,0500000US19039
6,509,214,295,0500000US19039
7,272,91,181,0500000US19039
0,16134,7936,8198,0500000US19041
1,3987,2003,1984,0500000US19041
2,4588,2311,2277,0500000US19041
3,1810,926,884,0500000US19041
4,2405,1185,1220,0500000US19041
5,1704,823,881,0500000US19041
6,1021,485,536,0500000US19041
7,619,203,416,0500000US19041
0,17556,8885,8671,0500000US19043
1,4062,2112,1950,0500000US19043
2,4315,2226,2089,0500000US19043
3,2029,1070,959,0500000US19043
4,2977,1506,1471,0500000US19043
5,2246,1159,1087,0500000US19043
6,1272,589,683,0500000US19043
7,655,223,432,0500000US19043
0,46518,22844,23674,0500000US19045
1,11594,5923,5671,0500000US19045
2,12936,6411,6525,0500000US19045
3,5809,2907,2902,0500000US19045
4,7019,3459,3560,0500000US19045
5,4990,2410,2580,0500000US19045
6,2874,1304,1570,0500000US19045
7,1296,430,866,0500000US19045
0,17158,8767,8391,0500000US19047
1,4821,2465,2356,0500000US19047
2,5087,2702,2385,0500000US19047
3,1965,997,968,0500000US19047
4,2279,1207,1072,0500000US19047
5,1613,820,793,0500000US19047
6,916,419,497,0500000US19047
7,477,157,320,0500000US19047
0,90180,44496,45684,0500000US19049
1,26919,13719,13200,0500000US19049
2,32057,16018,16039,0500000US19049
3,11413,5755,5658,0500000US19049
4,8978,4331,4647,0500000US19049
5,6286,2904,3382,0500000US19049
6,3060,1301,1759,0500000US19049
7,1467,468,999,0500000US19049
0,9017,4462,4555,0500000US19051
1,2843,1389,1454,0500000US19051
2,2436,1256,1180,0500000US19051
3,967,487,480,0500000US19051
4,1158,595,563,0500000US19051
5,852,418,434,0500000US19051
6,518,233,285,0500000US19051
7,243,84,159,0500000US19051
0,7890,3940,3950,0500000US19053
1,2148,1092,1056,0500000US19053
2,2415,1262,1153,0500000US19053
3,739,371,368,0500000US19053
4,1004,492,512,0500000US19053
5,834,426,408,0500000US19053
6,484,204,280,0500000US19053
7,266,93,173,0500000US19053
0,17069,8611,8458,0500000US19055
1,4400,2253,2147,0500000US19055
2,4459,2295,2164,0500000US19055
3,2134,1093,1041,0500000US19055
4,2784,1399,1385,0500000US19055
5,1734,884,850,0500000US19055
6,1079,513,566,0500000US19055
7,479,174,305,0500000US19055
0,39138,19041,20097,0500000US19057
1,9599,4836,4763,0500000US19057
2,11056,5510,5546,0500000US19057
3,4734,2331,2403,0500000US19057
4,5599,2744,2855,0500000US19057
5,4456,2124,2332,0500000US19057
6,2488,1085,1403,0500000US19057
7,1206,411,795,0500000US19057
0,17153,8521,8632,0500000US19059
1,3593,1866,1727,0500000US19059
2,4324,2261,2063,0500000US19059
3,1953,960,993,0500000US19059
4,2798,1389,1409,0500000US19059
5,2552,1243,1309,0500000US19059
6,1291,568,723,0500000US19059
7,642,234,408,0500000US19059
0,96854,47863,48991,0500000US19061
1,25013,12775,12238,0500000US19061
2,29805,15225,14580,0500000US19061
3,11413,5736,5677,0500000US19061
4,13214,6525,6689,0500000US19061
5,9380,4524,4856,0500000US19061
6,5412,2268,3144,0500000US19061
7,2617,810,1807,0500000US19061
0,9253,4646,4607,0500000US19063
1,2183,1104,1079,0500000US19063
2,2639,1400,1239,0500000US19063
3,1010,516,494,0500000US19063
4,1442,742,700,0500000US19063
5,1043,506,537,0500000US19063
6,602,275,327,0500000US19063
7,334,103,231,0500000US19063
0,19660,9910,9750,0500000US19065
1,4686,2434,2252,0500000US19065
2,5387,2832,2555,0500000US19065
3,2300,1187,1113,0500000US19065
4,3060,1569,1491,0500000US19065
5,2192,1081,1111,0500000US19065
6,1370,585,785,0500000US19065
7,665,222,443,0500000US19065
0,15761,7793,7968,0500000US19067
1,3952,2031,1921,0500000US19067
2,4208,2129,2079,0500000US19067
3,1933,954,979,0500000US19067
4,2231,1106,1125,0500000US19067
5,1825,859,966,0500000US19067
6,1127,534,593,0500000US19067
7,485,180,305,0500000US19067
0,10124,5099,5025,0500000US19069
1,2554,1328,1226,0500000US19069
2,2666,1383,1283,0500000US19069
3,1177,590,587,0500000US19069
4,1602,808,794,0500000US19069
5,1106,558,548,0500000US19069
6,664,313,351,0500000US19069
7,355,119,236,0500000US19069
0,6993,3488,3505,0500000US19071
1,1697,890,807,0500000US19071
2,1764,906,858,0500000US19071
3,818,402,416,0500000US19071
4,1130,563,567,0500000US19071
5,874,428,446,0500000US19071
6,464,218,246,0500000US19071
7,246,81,165,0500000US19071
0,8981,4430,4551,0500000US19073
1,2289,1185,1104,0500000US19073
2,2298,1167,1131,0500000US19073
3,1049,548,501,0500000US19073
4,1362,648,714,0500000US19073
5,1040,515,525,0500000US19073
6,614,267,347,0500000US19073
7,329,100,229,0500000US19073
0,12304,6072,6232,0500000US19075
1,3083,1536,1547,0500000US19075
2,3409,1757,1652,0500000US19075
3,1465,744,721,0500000US19075
4,1778,890,888,0500000US19075
5,1311,618,693,0500000US19075
6,861,405,456,0500000US19075
7,397,122,275,0500000US19075
0,10720,5350,5370,0500000US19077
1,2639,1367,1272,0500000US19077
2,2704,1386,1318,0500000US19077
3,1317,656,661,0500000US19077
4,1653,834,819,0500000US19077
5,1321,662,659,0500000US19077
6,718,332,386,0500000US19077
7,368,113,255,0500000US19077
0,14952,7451,7501,0500000US19079
1,3711,1911,1800,0500000US19079
2,4127,2113,2014,0500000US19079
3,1807,943,864,0500000US19079
4,2242,1130,1112,0500000US19079
5,1623,788,835,0500000US19079
6,900,390,510,0500000US19079
7,542,176,366,0500000US19079
0,10712,5365,5347,0500000US19081
1,2560,1324,1236,0500000US19081
2,2851,1475,1376,0500000US19081
3,1181,589,592,0500000US19081
4,1713,854,859,0500000US19081
5,1279,661,618,0500000US19081
6,727,345,382,0500000US19081
7,401,117,284,0500000US19081
0,16868,8467,8401,0500000US19083
1,3862,2049,1813,0500000US19083
2,4633,2411,2222,0500000US19083
3,1965,992,973,0500000US19083
4,2692,1371,1321,0500000US19083
5,1864,914,950,0500000US19083
6,1184,495,689,0500000US19083
7,668,235,433,0500000US19083
0,14134,7065,7069,0500000US19085
1,3579,1819,1760,0500000US19085
2,3752,1939,1813,0500000US19085
3,1772,881,891,0500000US19085
4,2246,1150,1096,0500000US19085
5,1496,739,757,0500000US19085
6,854,394,460,0500000US19085
7,435,143,292,0500000US19085
0,20067,10349,9718,0500000US19087
1,4912,2545,2367,0500000US19087
2,6157,3420,2737,0500000US19087
3,2503,1286,1217,0500000US19087
4,2689,1385,1304,0500000US19087
5,2126,1031,1095,0500000US19087
6,1152,511,641,0500000US19087
7,528,171,357,0500000US19087
0,9187,4582,4605,0500000US19089
1,2462,1253,1209,0500000US19089
2,2416,1234,1182,0500000US19089
3,1050,531,519,0500000US19089
4,1341,681,660,0500000US19089
5,1003,507,496,0500000US19089
6,582,254,328,0500000US19089
7,333,122,211,0500000US19089
0,9547,4703,4844,0500000US19091
1,2405,1204,1201,0500000US19091
2,2545,1321,1224,0500000US19091
3,1051,531,520,0500000US19091
4,1491,723,768,0500000US19091
5,1021,501,520,0500000US19091
6,680,302,378,0500000US19091
7,354,121,233,0500000US19091
0,6841,3415,3426,0500000US19093
1,1786,943,843,0500000US19093
2,1797,916,881,0500000US19093
3,705,332,373,0500000US19093
4,1034,530,504,0500000US19093
5,787,402,385,0500000US19093
6,466,208,258,0500000US19093
7,266,84,182,0500000US19093
0,16141,8046,8095,0500000US19095
1,4078,2104,1974,0500000US19095
2,4467,2286,2181,0500000US19095
3,2016,1022,994,0500000US19095
4,2519,1256,1263,0500000US19095
5,1548,784,764,0500000US19095
6,985,423,562,0500000US19095
7,528,171,357,0500000US19095
0,19432,9698,9734,0500000US19097
1,4740,2437,2303,0500000US19097
2,5066,2633,2433,0500000US19097
3,2483,1211,1272,0500000US19097
4,3082,1560,1522,0500000US19097
5,2241,1108,1133,0500000US19097
6,1188,517,671,0500000US19097
7,632,232,400,0500000US19097
0,37147,18996,18151,0500000US19099
1,9096,4671,4425,0500000US19099
2,10945,6032,4913,0500000US19099
3,4717,2495,2222,0500000US19099
4,5280,2662,2618,0500000US19099
5,3828,1824,2004,0500000US19099
6,2175,938,1237,0500000US19099
7,1106,374,732,0500000US19099
0,18381,10127,8254,0500000US19101
1,3177,1621,1556,0500000US19101
2,6566,4298,2268,0500000US19101
3,1845,903,942,0500000US19101
4,2674,1352,1322,0500000US19101
5,2713,1350,1363,0500000US19101
6,928,430,498,0500000US19101
7,478,173,305,0500000US19101
0,151260,75011,76249,0500000US19103
1,38465,19097,19368,0500000US19103
2,65043,33166,31877,0500000US19103
3,15180,7602,7578,0500000US19103
4,14836,7168,7668,0500000US19103
5,10891,5187,5704,0500000US19103
6,4633,2030,2603,0500000US19103
7,2212,761,1451,0500000US19103
0,20744,10715,10029,0500000US19105
1,4847,2508,2339,0500000US19105
2,5915,3249,2666,0500000US19105
3,2633,1398,1235,0500000US19105
4,3076,1557,1519,0500000US19105
5,2287,1181,1106,0500000US19105
6,1325,608,717,0500000US19105
7,661,214,447,0500000US19105
0,10225,5201,5024,0500000US19107
1,2554,1385,1169,0500000US19107
2,2710,1406,1304,0500000US19107
3,1167,584,583,0500000US19107
4,1602,814,788,0500000US19107
5,1128,581,547,0500000US19107
6,680,298,382,0500000US19107
7,384,133,251,0500000US19107
0,14908,7507,7401,0500000US19109
1,3566,1867,1699,0500000US19109
2,3751,1929,1822,0500000US19109
3,1621,805,816,0500000US19109
4,2432,1287,1145,0500000US19109
5,1720,847,873,0500000US19109
6,1189,532,657,0500000US19109
7,629,240,389,0500000US19109
0,34055,17161,16894,0500000US19111
1,7972,4120,3852,0500000US19111
2,9696,5169,4527,0500000US19111
3,4273,2173,2100,0500000US19111
4,5197,2611,2586,0500000US19111
5,4034,1952,2082,0500000US19111
6,1981,847,1134,0500000US19111
7,902,289,613,0500000US19111
0,225909,111266,114643,0500000US19113
1,58333,29782,28551,0500000US19113
2,74871,37531,37340,0500000US19113
3,28308,14154,14154,0500000US19113
4,28695,14092,14603,0500000US19113
5,20429,9555,10874,0500000US19113
6,10581,4536,6045,0500000US19113
7,4692,1616,3076,0500000US19113
0,11169,5700,5469,0500000US19115
1,2781,1482,1299,0500000US19115
2,3298,1730,1568,0500000US19115
3,1396,723,673,0500000US19115
4,1629,815,814,0500000US19115
5,1157,595,562,0500000US19115
6,623,262,361,0500000US19115
7,285,93,192,0500000US19115
0,8645,4406,4239,0500000US19117
1,2174,1157,1017,0500000US19117
2,2232,1161,1071,0500000US19117
3,1035,539,496,0500000US19117
4,1322,657,665,0500000US19117
5,1018,521,497,0500000US19117
6,591,275,316,0500000US19117
7,273,96,177,0500000US19117
0,11811,5994,5817,0500000US19119
1,3610,1922,1688,0500000US19119
2,3307,1696,1611,0500000US19119
3,1257,653,604,0500000US19119
4,1497,762,735,0500000US19119
5,1092,547,545,0500000US19119
6,639,273,366,0500000US19119
7,409,141,268,0500000US19119
0,16249,8114,8135,0500000US19121
1,4405,2309,2096,0500000US19121
2,4502,2232,2270,0500000US19121
3,2324,1140,1184,0500000US19121
4,2258,1141,1117,0500000US19121
5,1570,779,791,0500000US19121
6,827,399,428,0500000US19121
7,363,114,249,0500000US19121
0,22000,11143,10857,0500000US19123
1,5935,3164,2771,0500000US19123
2,6552,3369,3183,0500000US19123
3,2467,1258,1209,0500000US19123
4,3019,1529,1490,0500000US19123
5,2193,1081,1112,0500000US19123
6,1194,537,657,0500000US19123
7,640,205,435,0500000US19123
0,33407,16705,16702,0500000US19125
1,9043,4657,4386,0500000US19125
2,9868,5064,4804,0500000US19125
3,4049,2045,2004,0500000US19125
4,4490,2245,2245,0500000US19125
5,3262,1594,1668,0500000US19125
6,1898,827,1071,0500000US19125
7,797,273,524,0500000US19125
0,39981,20231,19750,0500000US19127
1,11092,5755,5337,0500000US19127
2,11546,6042,5504,0500000US19127
3,4715,2421,2294,0500000US19127
4,5356,2679,2677,0500000US19127
5,3946,1952,1994,0500000US19127
6,2184,967,1217,0500000US19127
7,1142,415,727,0500000US19127
0,15063,7580,7483,0500000US19129
1,3881,2000,1881,0500000US19129
2,4067,2046,2021,0500000US19129
3,2039,1024,1015,0500000US19129
4,2302,1181,1121,0500000US19129
5,1738,861,877,0500000US19129
6,723,354,369,0500000US19129
7,313,114,199,0500000US19129
0,10569,5268,5301,0500000US19131
1,2734,1408,1326,0500000US19131
2,2765,1425,1340,0500000US19131
3,1236,611,625,0500000US19131
4,1598,826,772,0500000US19131
5,1076,525,551,0500000US19131
6,724,322,402,0500000US19131
7,436,151,285,0500000US19131
0,8679,4235,4444,0500000US19133
1,2093,1056,1037,0500000US19133
2,2165,1093,1072,0500000US19133
3,934,472,462,0500000US19133
4,1351,677,674,0500000US19133
5,1031,525,506,0500000US19133
6,699,301,398,0500000US19133
7,406,111,295,0500000US19133
0,7790,3858,3932,0500000US19135
1,2011,1016,995,0500000US19135
2,2104,1063,1041,0500000US19135
3,987,503,484,0500000US19135
4,1133,560,573,0500000US19135
5,874,425,449,0500000US19135
6,479,220,259,0500000US19135
7,202,71,131,0500000US19135
0,10003,4876,5127,0500000US19137
1,2504,1265,1239,0500000US19137
2,2571,1286,1285,0500000US19137
3,1210,595,615,0500000US19137
4,1574,785,789,0500000US19137
5,1138,570,568,0500000US19137
6,629,261,368,0500000US19137
7,377,114,263,0500000US19137
0,42929,21452,21477,0500000US19139
1,11689,5995,5694,0500000US19139
2,13055,6679,6376,0500000US19139
3,5235,2622,2613,0500000US19139
4,5805,2918,2887,0500000US19139
5,4189,2030,2159,0500000US19139
6,2042,895,1147,0500000US19139
7,914,313,601,0500000US19139
0,13840,6927,6913,0500000US19141
1,3595,1866,1729,0500000US19141
2,3822,2008,1814,0500000US19141
3,1482,759,723,0500000US19141
4,2082,1056,1026,0500000US19141
5,1373,679,694,0500000US19141
6,894,364,530,0500000US19141
7,592,195,397,0500000US19141
0,6040,3082,2958,0500000US19143
1,1565,834,731,0500000US19143
2,1499,804,695,0500000US19143
3,697,346,351,0500000US19143
4,980,514,466,0500000US19143
5,632,317,315,0500000US19143
6,434,182,252,0500000US19143
7,233,85,148,0500000US19143
0,15249,8051,7198,0500000US19145
1,3220,1754,1466,0500000US19145
2,4549,2649,1900,0500000US19145
3,1795,989,806,0500000US19145
4,2281,1126,1155,0500000US19145
5,1812,901,911,0500000US19145
6,1032,458,574,0500000US19145
7,560,174,386,0500000US19145
0,8929,4449,4480,0500000US19147
1,2273,1194,1079,0500000US19147
2,2455,1282,1173,0500000US19147
3,958,471,487,0500000US19147
4,1285,656,629,0500000US19147
5,976,476,500,0500000US19147
6,592,248,344,0500000US19147
7,390,122,268,0500000US19147
0,25095,12530,12565,0500000US19149
1,6852,3500,3352,0500000US19149
2,7028,3592,3436,0500000US19149
3,3038,1536,1502,0500000US19149
4,3566,1791,1775,0500000US19149
5,2520,1253,1267,0500000US19149
6,1381,628,753,0500000US19149
7,710,230,480,0500000US19149
0,6740,3354,3386,0500000US19151
1,1674,826,848,0500000US19151
2,1663,864,799,0500000US19151
3,724,366,358,0500000US19151
4,1127,580,547,0500000US19151
5,792,403,389,0500000US19151
6,515,222,293,0500000US19151
7,245,93,152,0500000US19151
0,487204,240245,246959,0500000US19153
1,132872,67628,65244,0500000US19153
2,172819,86923,85896,0500000US19153
3,60304,30208,30096,0500000US19153
4,57578,27805,29773,0500000US19153
5,38028,17559,20469,0500000US19153
6,17358,7367,9991,0500000US19153
7,8245,2755,5490,0500000US19153
0,93533,46030,47503,0500000US19155
1,24522,12657,11865,0500000US19155
2,27989,14053,13936,0500000US19155
3,11293,5594,5699,0500000US19155
4,13394,6452,6942,0500000US19155
5,9426,4487,4939,0500000US19155
6,4748,2018,2730,0500000US19155
7,2161,769,1392,0500000US19155
0,18699,9061,9638,0500000US19157
1,4607,2321,2286,0500000US19157
2,5580,2743,2837,0500000US19157
3,2054,1033,1021,0500000US19157
4,2571,1239,1332,0500000US19157
5,2044,994,1050,0500000US19157
6,1220,522,698,0500000US19157
7,623,209,414,0500000US19157
0,4968,2454,2514,0500000US19159
1,1274,674,600,0500000US19159
2,1208,616,592,0500000US19159
3,536,264,272,0500000US19159
4,731,361,370,0500000US19159
5,602,301,301,0500000US19159
6,368,167,201,0500000US19159
7,249,71,178,0500000US19159
0,9719,4791,4928,0500000US19161
1,2365,1209,1156,0500000US19161
2,2368,1212,1156,0500000US19161
3,1152,584,568,0500000US19161
4,1551,769,782,0500000US19161
5,1151,581,570,0500000US19161
6,692,310,382,0500000US19161
7,440,126,314,0500000US19161
0,173283,84974,88309,0500000US19163
1,45273,22865,22408,0500000US19163
2,55348,27604,27744,0500000US19163
3,21508,10702,10806,0500000US19163
4,23012,11187,11825,0500000US19163
5,16405,7925,8480,0500000US19163
6,7972,3397,4575,0500000US19163
7,3765,1294,2471,0500000US19163
0,11578,5725,5853,0500000US19165
1,2852,1489,1363,0500000US19165
2,2802,1377,1425,0500000US19165
3,1456,724,732,0500000US19165
4,1850,953,897,0500000US19165
5,1288,623,665,0500000US19165
6,812,366,446,0500000US19165
7,518,193,325,0500000US19165
0,34909,17575,17334,0500000US19167
1,10991,5614,5377,0500000US19167
2,10838,5631,5207,0500000US19167
3,3461,1786,1675,0500000US19167
4,4083,2053,2030,0500000US19167
5,2810,1393,1417,0500000US19167
6,1743,768,975,0500000US19167
7,983,330,653,0500000US19167
0,98105,51227,46878,0500000US19169
1,25236,13081,12155,0500000US19169
2,43916,24263,19653,0500000US19169
3,8146,4171,3975,0500000US19169
4,8995,4378,4617,0500000US19169
5,6647,3218,3429,0500000US19169
6,3483,1534,1949,0500000US19169
7,1682,582,1100,0500000US19169
0,16904,8471,8433,0500000US19171
1,4479,2328,2151,0500000US19171
2,4454,2271,2183,0500000US19171
3,2116,1078,1038,0500000US19171
4,2520,1261,1259,0500000US19171
5,1766,877,889,0500000US19171
6,1017,475,542,0500000US19171
7,552,181,371,0500000US19171
0,6191,3141,3050,0500000US19173
1,1597,865,732,0500000US19173
2,1660,837,823,0500000US19173
3,697,364,333,0500000US19173
4,868,417,451,0500000US19173
5,752,386,366,0500000US19173
6,403,186,217,0500000US19173
7,214,86,128,0500000US19173
0,12359,5991,6368,0500000US19175
1,3159,1579,1580,0500000US19175
2,3506,1730,1776,0500000US19175
3,1428,695,733,0500000US19175
4,1722,842,880,0500000US19175
5,1338,647,691,0500000US19175
6,818,363,455,0500000US19175
7,388,135,253,0500000US19175
0,7020,3613,3407,0500000US19177
1,1737,960,777,0500000US19177
2,1783,910,873,0500000US19177
3,834,436,398,0500000US19177
4,1090,545,545,0500000US19177
5,888,440,448,0500000US19177
6,497,240,257,0500000US19177
7,191,82,109,0500000US19177
0,35205,17539,17666,0500000US19179
1,8804,4483,4321,0500000US19179
2,10931,5729,5202,0500000US19179
3,4161,2120,2041,0500000US19179
4,4972,2381,2591,0500000US19179
5,3507,1672,1835,0500000US19179
6,1944,853,1091,0500000US19179
7,886,301,585,0500000US19179
0,51056,25173,25883,0500000US19181
1,14194,7337,6857,0500000US19181
